Sr. No.,News Items,Label
109,"ایسوسی ایٹڈ پریس (اے پی) کی پیر کو ایک رپورٹ کے مطابق، پاکستان میں ہر سال تقریباً 1,000 لڑکیوں کو اسلام قبول کرنے پر مجبور کیا جاتا ہے۔ جبری تبدیلی اکثر غیر رضامندی سے کی جانے والی شادیوں کے پیش نظر ہوتی ہے اور اس میں اکثر کم عمر لڑکیاں شامل ہوتی ہیں.",TRUE
110,پاکستان کے دورہ نیوزی لینڈ کرکٹ ٹیم نے ٹم ساؤتھی کی 300 ٹیسٹ وکٹیں حاصل کر لیں۔,TRUE
111,"آر ایس ایف کا کہنا ہے کہ میکسیکو سب سے مہلک تھا، جہاں آٹھ صحافی مارے گئے، اس کے بعد عراق، افغانستان، ہندوستان اور پاکستان ہیں۔",TRUE
112,ہندوستان کی شاندار واپسی  باکسنگ ڈے ٹیسٹ میں بھارت نے آسٹریلیا کو 8 وکٹوں سے ہرا دیا,TRUE
113,جب CoVID پہلی بار پوری دنیا میں پھیلنا شروع ہوا تو ایسا لگتا تھا کہ کروز جہاز پر سوار ہونے سے زیادہ بدتر کوئی اور چیز نہیں تھی۔ محفوظ بندرگاہ کے لیے بے مثال جدوجہد سے لے کر بہت بڑے بھوت جہازوں تک جو ہمارے ساحلوں سے نمودار ہونے لگے,TRUE
114,دنیا کی تقریباً 70% فٹ بال گیندیں پاکستان کے ایک شہر میں بنتی ہیں,TRUE
115,پی ای سی نے کہا کہ میڈیا ورکرز کی حفاظت خاص طور پر خطرے میں ہے کیونکہ صحافیوں کو زمینی معلومات فراہم کرنا جاری رکھنا چاہیے۔ اس میں کہا گیا ہے کہ متعدد صحافی اپنا کام کرتے وقت مناسب حفاظتی اقدامات کی کمی کی وجہ سے ہلاک ہوئے.,TRUE
116,"یہ غیر یقینی صورتحال ایشیا، افریقہ اور جنوبی امریکہ میں اپنے سیاسی اثر و رسوخ کو بڑھانے کی چین کی کوششوں میں ایک اور رکاوٹ ہے۔",TRUE
117,"ہندوستانی چھوٹے ہتھیاروں کی خریداری ایک پیچیدہ کاروبار ہے۔ نہ صرف ہندوستانی فوج بہت بڑی ہے، جس کی تعداد 1.2 ملین کے لگ بھگ ہے، بلکہ اس کے پاس خریداری کا ایک پیچیدہ ڈھانچہ اور دیسی ساختہ چھوٹے ہتھیاروں کی تیاری کا اڈہ بھی ہے جو ہمیں فراہم کرنے میں ناکام رہا ہے۔",TRUE
118,پاکستان نے منگل کے روز برطانیہ میں پائے جانے والے نئے کورونا وائرس کے مختلف قسم کے اپنے پہلے کیس کی تصدیق کی جب اس نے اس تناؤ کی نشاندہی کی جو برطانیہ سے واپس آنے والے مسافروں سے لیے گئے تین نمونوں میں بہت تیز رفتاری سے پھیلتا ہے۔,TRUE
119,"محکمہ صحت سندھ نے بتایا کہ جین ٹائپنگ کے لیے 12 واپس آنے والوں کے نمونے لیے گئے جن میں سے 6 کے ٹیسٹ مثبت آئے۔ محکمہ صحت کا کہنا ہے کہ صوبائی حکومت ان مریضوں کے رابطوں کا سراغ لگا رہی ہے، اور ان تمام افراد کو جو ان سے رابطے میں آئے",TRUE
120,"اعداد و شمار کے مطابق، 2019 کے آخر میں ملک بھر میں پولیس فورس میں تمام عہدوں میں سے 14 فیصد پر نمائندگی تھی۔",TRUE
121,"فوج نے شوپیاں میں فرضی انکاؤنٹر کیس میں پہلا قدم اٹھایا۔ عمل مکمل ہونا چاہیے، اور قصورواروں کو سزا ملنی چاہیے۔",TRUE
122,"فوج نے فیصلہ کیا ہے کہ افسر، ایک آرمی کیپٹن، کا کورٹ مارشل میں مقدمہ چلایا جائے گا۔ ایک جونیئر کمیشنڈ آفیسر بھی ملٹری کورٹ میں مقدمے کی سماعت کرے گا۔",TRUE
123,ہلال راتھر کو اینٹی کرپشن بیورو نے 2012 میں جموں کے ناروال بالا میں اپنے پرجوش پیراڈائز ایونیو ٹاؤن شپ پروجیکٹ کی تعمیر کے لیے جموں اینڈ کشمیر بینک کی طرف سے قرض کے طور پر دیے گئے کروڑوں روپے کے غلط استعمال کے الزام میں گرفتار کیا تھا۔,TRUE
124,جموں و کشمیر ہائی کورٹ نے منگل کو نیشنل کانفرنس کے سابق وزیر کے بیٹے ہلال راتھر کو 177 کروڑ روپے کے بینک فراڈ کیس میں ضمانت دے دی۔,TRUE
125,"اس کے علاوہ، سنٹرل آرمڈ پولیس فورسز میں بھرتی میں 2018 کے مقابلے میں 2019 میں 51 فیصد سے زیادہ کی کمی دیکھی گئی",TRUE
126,متحدہ عرب امارات کے شہر دبئی میں سب سے مہنگا گھر فروخت کے لیے پیش کیا گیا ہے جس کی قیمت دنگ کر دینے والی ہے۔خیال رہے کہ دبئی میں زمین کی کمی کے باعث پوش علاقوں میں جائیدادوں کی قیمتوں میں ریکارڈ اضافہ ہوا ہے اور وہاں دنیا کے امیر ترین افراد زمین پر سرمایہ کاری کر رہے ہیں۔بلومبرگ کی ایک رپورٹ کے مطابق دبئی کے علاقے ایمریٹس ہل میں ایک گھر فروخت کے لیے پیش کیا گیا ہے جس کی قیمت 20 کروڑ 40 لاکھ ڈالرز (57 ارب 85 کروڑ پاکستانی روپے سے زائد) رکھی گئی ہے۔یہ گھر 60 ہزار اسکوائر فٹ رقبے پر پھیلا ہوا ہے اور اس میں 5 بیڈ رومز موجود ہیں۔,TRUE
127,"ایک بڑے ردوبدل میں، ایس سی کالجیم نے حال ہی میں حکومت سے ہائی کورٹس کے چار چیف جسٹس (سی جے) بشمول آندھرا پردیش ہائی کورٹ کے چیف جسٹس جے کے مہیشوری کو سکم ہائی کورٹ میں منتقل کرنے کی سفارش کی تھی، چیف منسٹر",TRUE
128,شہری وزارت COVID-19 ویکسین کی نقل و حمل کے دوران کولڈ چین کی سالمیت کو برقرار رکھنے کے لیے اقدامات کر رہی ہے۔,TRUE
129,کشمیر نے انتخابات کو مودی حکومت کو سیاسی پیغام دینے کے لیے استعمال کیا: خود مختاری بحال ہونی چاہیے۔ کیا نئی دہلی اس پیغام پر توجہ دے گا؟,TRUE
130,"جموں اور کشمیر، لداخ، ہماچل پردیش اور اتراکھنڈ میں ""منصفانہ طور پر بکھری ہوئی"" برف باری کی وجہ سے منگل کو پورے شمالی ہندوستان میں سردی کی لہر کے حالات شدت اختیار کر گئے۔ نتیجے کے طور پر مغربی ہمالیہ سے سرد اور خشک شمالی اور شمال مغربی ہوائیں",TRUE
131,ہندوستانی محکمہ موسمیات (IMD) نے منگل کو کہا کہ اگلے 24 گھنٹوں میں دہلی میں شدید سردی کی لہر آنے کا امکان ہے اور رات کا درجہ حرارت 2 ڈگری سیلسیس سے کم ہو سکتا ہے۔,TRUE
132,"سری نگر میں ڈل جھیل کے رہائشی مناسب طبی سہولیات سے محروم ہیں۔ کورونا وائرس کے مریضوں کو جھیل کے اس پار ہسپتال لے جانا ضروری ہے، لیکن بہت سے کشتی چلانے والے انہیں لے جانے کے لیے تیار نہیں ہیں۔",TRUE
133,ہندوستانی محکمہ موسمیات نے کہا کہ دہلی میں منگل کو سردی کی لہر دوڑ گئی کیونکہ شہر میں چلنے والی برفیلی ہواؤں نے کم از کم درجہ حرارت 3.6 ڈگری سیلسیس تک گرا دیا۔,TRUE
134,"جموں: جموں و کشمیر نے 2020 میں سیکورٹی فورسز کے ذریعہ 166 مقامی دہشت گردوں سمیت 203 دہشت گردوں کا خاتمہ ریکارڈ کیا، جب کہ 43 عام شہری تھے۔",TRUE
135,جیولوجیکل سروے آف انڈیا کے سائنسدانوں نے برہماگیری پہاڑی سلسلے میں نئے ریچارج گڑھوں کو ڈوبنے کے خلاف ایڈوائزری جاری کی,TRUE
136,بائیں بازو اور کانگریس کے درمیان تقسیم کا مطلب یہ تھا کہ بی جے پی ہی واحد متبادل دکھائی دیتی ہے۔ سیتارام یچوری کا کہنا ہے کہ اس کا میڈیا کی تشہیر سے بھی بہت کچھ لینا دینا ہے۔,TRUE
137,"سابق وزیر اعلیٰ، جو 2015 سے 2018 تک بی جے پی کے اتحادی تھے، نے کہا کہ کشمیر میں مرکزی دھارے کی سیاسی جماعتیں ""ملک کے آئین کے اندرخصوصی حیثیت کی بحالی کے اپنے ہدف کو حاصل کرنے کے لیے کام کر رہی ہیں۔ ",TRUE
138,تومر (40) نے 2001 میں فوج میں شمولیت اختیار کی تھی۔ اس کا تعلق اتر پردیش کے میرٹھ ضلع کے سیسولی گاؤں سے تھا۔ ان کے پسماندگان میں بیوی اور دو بچے ہیں۔,TRUE
139,حکومت نے بار بار لوگوں کو ایسی غلط معلومات کے بارے میں خبردار کیا ہے اور ان سے کہا ہے کہ وہ صرف قابل اعتماد ذرائع پر یقین کریں۔,TRUE
140,سال 2020 کا آغاز غیر یقینی صورتحال کے درمیان ہوا کیونکہ 2019 کی تاریخی آئینی ترامیم کے بعد زیادہ تر مرکزی دھارے کے سیاسی رہنما مختلف قسم کی حراست میں ہیں۔,TRUE
141,"غیر مجاز اراضی کو ریگولرائز کرنے کی کوشش کرنے والے ایکٹ نے فلاحی ریاست کے فرض پر بحث چھیڑ دی ہے یہاں تک کہ کورونا وائرس کے ایک نئے تناؤ کی خبر سامنے آنے کے بعد، ایک اور بات ہے۔",TRUE
142,"51 کے اسکور کے ساتھ ہندوستان کو، جو پچھلے سال کے 55 سے چار کم ہے، کو جزوی طور پر آزاد قرار دیا گیا ہے۔ میانمار اور کرغزستان کے بعد ہندوستان کی درجہ بندی میں سب سے زیادہ کمی ہے جو پانچ پانچ پوائنٹس نیچے تھے۔",TRUE
143,ادیتی نے ارے سنامیکا کو سمیٹ لیا اور سنی نے انامیکا کی شوٹنگ شروع کی۔,TRUE
144,ہندوستانی ریلوے نے 2017 میں Vistadome نامی فینسی کوچز متعارف کروائے تھے۔ اس کے بعد سے اس نے ان خصوصی کوچوں کو قدرتی سفر کے لیے کئی سیاحتی راستوں پر نصب کیا ہے۔ اب ریلوے ان کوچز کو تیز تر بنا رہا ہے,TRUE
145,نئے سال کی شام 2020: کشمیر میں برف باری نے سیاحوں اور سیاحت کی صنعت سے جڑے مقامی لوگوں کو خوشی دی۔ گلمرگ میں نئے سال کی تعطیلات کے موسم میں سیاحوں کی تعداد زیادہ ہے۔ کشمیر 'چِلّی کلاں' یا 40 دن کی سخت ترین سردیوں کی لپیٹ میں ہے,TRUE
146,"طویل انتظار کے بعد، ہماچل پردیش کی راجدھانی میں پیر کو موسم کی پہلی برف باری ہوئی، جس سے سڑکوں کا رابطہ منقطع ہوگیا، لیکن سیاحوں نے خوشی کا اظہار کیا۔ بالائی شملہ اور منالی میں شدید برف باری کی وجہ سے کئی سڑکیں بند ہوگئیں اور پولیس نے لوگوں کو مشورہ دیا ہے کہ…",TRUE
147,مودی کا کشمیری زعفران کا حوالہ اس اجناس کی ایڑیوں پر آتا ہے جسے جغرافیائی اشارے کا ٹیگ دیا جاتا ہے۔,TRUE
148,"جب کہ محصولات کی وصولی کو نقصان پہنچا ہے، اخراجات میں اضافہ ہوا ہے، جس کی وجہ سے بازار سے قرض لینے پر ریاستوں کا انحصار بڑھ گیا ہے۔",TRUE
149,"ہندوستان میں پیدا ہونے والی عائشہ شاہ جو بائیڈن کی ڈیجیٹل ٹیم میں سینئر پوزیشن پر فائز ہیں۔ بائیڈن کی ڈیجیٹل ٹیم میں، ہندوستان میں پیدا ہونے والی عائشہ شاہ نے سینئر پوزیشن حاصل کی۔ کشمیر میں پیدا ہونے والی عائشہ شاہ نے جو بائیڈن کے وائٹ ہاؤس میں اعلیٰ مقام حاصل کر لیا…",TRUE
150,جموں اور کشمیر کے علاقوں میں تازہ برفباری کے ساتھ کپکپی طاری ہے: تصاویر میں۔ بھارتی افسر پر کشمیری شہریوں پر ہتھیار نصب کرنے کا الزام۔ جموں و کشمیر کے کچھ حصوں میں تازہ برف باری,TRUE
